title,projectUrl,acronym,return_code,redirect_url
"Contaminant transport, monitoring technique and remediation strategies in cross european fractured chalk",http://www.fracflow.dk/index.htm,,[Errno -2] Name or service not known,
Fundamental aspects of metal speciation and transport in metal - contaminated soils and aquifers.,http://www.bgs.ac.uk/hydro/famest.htm,,200,
A Universal Docking-Downloading-Recharging System for AUVs,http://www.maridan.dk,EURODOCKER,301,http://www.maridan.atlas-elektronik.com/companyinfo/
Dissemination and Exploitation of a Coupled Hydrodynamical-Ecological Model for Regional and Shelf Seas,http://www.mumm.ac.be/docs_en/models/coherens/coherens.html,COHERENS,301,http://odnature.naturalsciences.be/coherens/
Inlet Dynamics Initiative : Algarve,http://www.pol.ac.uk/jjw/INDIA.html,INDIA,404,
Baltic Air - Sea - Ice Study a field experiment of Baltex,http://www.urova.fi/~arktinen/basis.htm,BASIS,[Errno -2] Name or service not known,
Demonstrator for Interoperability of Oceanographic Catalogues,http://www.cadrus.fr/oci/dinocat/,DINOCAT,302,http://www.occterra.fr/
THE FAIR-INNOVATION (FA-INN) DISSEMINATION PROJECT: USING 57 FOCUSED WORKSHOPS AND 22 RETUER EVENTS FOR TRANSFERRING RESULTS,http://www.flair-flow.com,FA-INN,302,http://ww1.flair-flow.com/
SUPPORT FOR VIDEO AND MULTI-MEDIA DISSEMINATION TO DIVERSE INDUSTRIAL APPLICATIONS OF A NEW TYPE OF THERMIC SENSOR SYSTEM,http://www.captec.fr,CAPTHERM,200,
Assessing the consequences of global changes for the Barents sea region: the Barents sea impact study,http://www.urova.fi/home/arktinen/basis.htm,BASIS,[Errno -2] Name or service not known,
Global mass balance of persistent semi - volatile organic compounds: An approach with PCB as an indicator,http://www.itm.su.se/Ecotox/Axelman/Projects/Global-Soc/,GLOBAL-SOC,301,http://www.aces.su.se/
The Adolescent Reproductive Health Network: Health system and Health Promotion Research in Eastern and Southern Africa,http://www.nutrition.uio.no/ARHNe,ARHNE,[Errno -2] Name or service not known,
Advanced kinematics for manufacturing applications,http://www.ifw.uni-hannover.de/robotool/,,404,
Adhesive joining technology in electronics manufacturing,http://www.adhesives.de,ADHESIVES IN ELECTRO,302,http://www.domainmarkt.de/adhesives.de/direct
A European biomaterials network,http://www.biomateria.com,,[Errno -2] Name or service not known,
A thematic network on climbing and walking robots including the support technologies for mobile robotic machines,http://www.uwe.ac.uk/clawar,CLAWAR,404,
Co-ordination of microelectronics packaging & interconnection projects: environment and trends for the development of European solutions,http://www.compete.tm.fr,COMPETE,200,
A Network for Industrially Contaminated Land in Europe,http://www.nicole.org/,NICOLE,200,
Concerted action on risk assessment for contaminated land,http://www.caracas.at/,,200,
Vertical ozone transports in the Alps II.,http://www.boku.ac.at/imp/votalp/,VOTALP II,302,https://imp.boku.ac.at/votalp/
Biosensors for Environmental Monitoring/Environmental Technologies,http://www.cranfield.ac.uk/biotech/bioset.htm,,404,
Mediterranean atmospheric mercury cycle system,http://www.iia-cnr.unical.it/mamcs.htm,MAMCS,[Errno -2] Name or service not known,
Vertical Ozone transports in the Alps II,http://www.boku.ac.at/imp/votalp/,VOTALP II,302,https://imp.boku.ac.at/votalp/
Marine Monitoring System 2000+ for the North Sea Region / Feasibility and Definition Phase,http://www.minvenw.nl/projects/seanet/related.html,MMS2000+,timed out,
Shallow Water Area Navigation,http://www.mclink.it/com/swan/,SWAN,404,
Effective policy instruments for energy efficiency in residential space heating-an international empirical analysis,http://www.ier.uni-stuttgart.de/episode,,404,
"Transfer of results from standardisation in the field of protection against explosions to industry, especially sme",http://www.safetynet.de,TREX,403,
Optical frequency conversion in semiconductor heterostructures,http://dibe.unige.it/tmr_smits,,[Errno -5] No address associated with hostname,
Analysis and segmentation of remote-sensing images for land-cover mapping,http://dibe.unige.it/tmr_smits,,[Errno -5] No address associated with hostname,
An intelligent brokering service for knowledge-component reuse on the world-wide web,http://www.swi.psy.uva.nl/projects/IBROW3/home.html,IBROW3,[Errno -2] Name or service not known,
Development and applications of novel optoelectromechanical systems micromachined in silicon,http://guernsey.et.tudelft.nl:80/mosis/,MOSIS,timed out,
Training of it innovators,http://www.train-it.izet.de,TRAIN-IT,[Errno -5] No address associated with hostname,
Improving maintenance and after sales service in the catering machine industry by introducing intelligent monitoring and control systems,http://www.tema.de/mass/Home.htm,MASS,404,
A novel methodology for the manufacturability of robust CMOS semiconductor gas sensor arrays,http://www.cnm.es/imb/proyectos.htm,GLASSGAS,timed out,
Visually guided robots using uncalibrated cameras,http://www.inrialpes.fr/VIGOR/,VIGOR,404,
Collaborative virtual construction and design,http://www.cisi.fr/cavalcade,CAVALCADE,404,
An integrated system for the neuroelectric control of grasp in disabled persons,http://www-arts.sssup.it/research/projects/grip/default.htm,GRIP,404,
Network oriented visualization in a clinical environment,http://www.avs.com,NOVICE,200,
Applied semantics,http://www.md.chalmers.se/Cs/Research/Semantics/APPSEM/,APPSEM,[Errno -2] Name or service not known,
Evaluation of local socio-economic strategies in disadvantaged urban areas,http://www.ils.nrw.de/netz/elses/,,[Errno -5] No address associated with hostname,
Processes of vertical exchange in shelf seas,http://www.pol.ac.uk/provess/,PROVESS,404,
Bioremediation and economic renewal of industrially degraded land by biomass fuel crops,http://194.201.197.23/biorenew.nsf/htmlmedia/index.html,,timed out,
Stimulation of bacterial mobility to enhance bioremediation of soil,http://projects.dhi.dk/bambi/,,404,
Threedimensional offline programming system for lasermachining,http://www.lzh.de,TOPLAS,200,
European salt marshes modelling,http://www.umr6553.univ-rennes1.fr/eurossam/default.htm,,301,https://umr6553.univ-rennes1.fr/eurossam/default.htm
Development and application of super abrasive precision tools for advanced milling operations,http://www.t-tool.uni-bremen.de,,[Errno -2] Name or service not known,
Advanced tools for integrated supply chain management in European SMEs,http://osiris.sunderland.ac.uk/CHAMAN,CHAMAN,timed out,
Data Enhancement of Library Catalogues,http://portico.bl.uk/gabriel/en/projects/delicat.html,DELICAT,302,http://www.theeuropeanlibrary.org/tel4/
DIgitised European PERiodicals,http://www.SUB.Uni-goettingen.de/gdz/dieper,DIEPER,403,
Library Performance Measurement and Quality Management System,http://equinox.dcu.ie/,EQUINOX,[Errno -2] Name or service not known,
Networked European deposit library,http://www.konbib.nl/nedlib/,NEDLIB,404,
Controlled Access to Digital Libraries in Europe,http://www.sbu.ac.uk/litc/candle/,CANDLE,[Errno -2] Name or service not known,
Developing the European digital library for economics,http://www.bib.uab.es/decomate2,DECOMATE II,timed out,
European Libraries and Electronic Resources in Mathematical Sciences,http://www.emis.de/projects/EULER/.,EULER,200,
Manuscripts and Letters via Integrated Networks in Europe,http://www.malvine.org/,MALVINE,[Errno -2] Name or service not known,
Geographical user interface for network-based Baltic Marine Environment Information System,http://www.baltic.vtt.fi,BALTICSEAWEB,200,
Distance Education Information Courses through Networks,http://educate.lib.chalmers.se/DEDICATE/dedindex.html,DEDICATE,[Errno -2] Name or service not known,
Distance Education in Rural Areas via Libraries,http://www.infc.ulst.ac.uk/~adrian/deral/,DERAL,[Errno -2] Name or service not known,
Libraries in European Regions - Access to Telematics and Other Resources,http://ris.sunderland.ac.uk/liberator/index.htm,LIBERATOR,[Errno -2] Name or service not known,
People & Resources Identification for a Distributed Environment,http://lirn.viscount.org.uk/pride/,PRIDE,[Errno -2] Name or service not known,
Virtual Library,http://www.wi-im.uni-koeln.de/vilib/,VILIB,[Errno -2] Name or service not known,
Libraries and Archives Collecting Newspaper Clippings Unified for Their Integration into Networks,http://germanistik.uibk.ac.at/laurin/,LAURIN,404,
A concerted European initiative towards the standardisation of the next generation still image compression,http://eurostill.epfl.ch/,EUROSTILL,[Errno -2] Name or service not known,
Video on demand and interactive video editing system,http://www.arttic.com/projects/VINE,VINE,404,
Multi-site co-operative 3d design system for architecture,http://www.m3d.org/,M3D,403,
European distributed and interactive simulation over network,http://cec.to.alespazio.it/edison.html,EDISON,[Errno 111] Connection refused,
Comparative characterisation of oxidative stress in some congenital disorders with increased cancer proneness and early ageing,http://www.eurosproject.org,,[Errno -2] Name or service not known,
Side Impact Dummy Enhancements for Improved Occupant Protection forthe Year 2000 and Beyond,http://www.eevc.org/users/original/sid2000/,SID2000,404,
Endocrine Disrupting Ability of Environmental Pollutants,http://endocrine.ei.jrc.it/edaep.html,EDAEP,[Errno -5] No address associated with hostname,
Influence of rising sea level on ecosystem dynamics of salt marshes,http://www.nioo.knaw.nl/cemo/isled/isled.htm,,404,
Effects of climate induced temperature change on marine coastal fishes.,http://www.awi-bremerhaven.de/ECOLOGY/CLICOFI/,,404,
Building environmental quality evaluation for sustainability through time network,http://www.surveying.salford.ac.uk/bqextra/,,timed out,
A concerted action for the European Leather Industry,http://www.euroleather.com/english1.html,TANNERY NET,404,
Concerted action on environment technology,http://www.etcanet.org/,,[Errno -2] Name or service not known,
The relationship between sectoral policies and agricultural water u se in Mediterranean countries,http://polagwat.jrc.es,POLAGWAT,[Errno -2] Name or service not known,
Sediment Transport Modelling in Marine Coastal Environments,http://hydr.ct.tudelft.nl/wbk/public/sedmoc/,SEDMOC,[Errno -2] Name or service not known,
The Optimisation of Crest Level Design of Sloping Coastal Structures through Prototype Monitoring and Modelling,http://awww.rug.ac.be/opticrest/index.shtml,OPTICREST,timed out,
"Molecular ecology of the photosynthetic procaryote prochlorococcus, a key organism of oceanic ecosystems",http://www.sb-roscoff.fr/PROMOLEC/,PROMOLEC,404,
"Sapropels and Palaeoceanography : Palaeoceanographic, Palaeoclimatic, Palaeoenvironmental and Diagenetic Aspects of Sapropel Formation in the Eastern Mediterranean",http://hp715.geo.unimib.it/~conisma/SAP.htm,SAP,timed out,
Biology of Sponge Natural Products,http://www.bio.uva.nl/symbiosponge/,SYMBIOSPONGE,[Errno -2] Name or service not known,
A register of marine species in Europe to facilitate marine biodiversity research and management,http://www.erms.biol.soton.ac.uk/,SPECIES,timed out,
Key coastal processes in the mesotrophic Skagerrak and the oligotrophic Northern Aegean : a comparative study,http://www.uio.no/~erikbj/eu/home.htm,KEYCOP,404,
Ecological effects of protection in Mediterranean marine reserves,http://www.ctv.es/USERS/cobal1/,ECOMARE,404,
Silvolab Guyanne,http://kourou.cirad.fr,,[Errno -2] Name or service not known,
Driving new (k)commerce systems,http://www.tbi.fr/edrinks,E DRINKS,404,
Foods & perishables exports,http://www.thessal.singular.gr/foodex,FOODEX,[Errno -2] Name or service not known,
Natural History Museum,http://www.nhm.ac.uk/science/science_marketing/bioresource/index.html,,302,http://www.nhm.ac.uk/
European network for fuzzy logic and uncertainty modelling in information technology,http://www.mitgmbh.de/erudit/erudit.html,ERUDIT,404,
Neural and computational learning ii,http://www.neurocolt.com,NEUROCOLT,200,
A network of excellence for agent-based computing,http://www.AgentLink.org/,AGENTLINK,302,http://www.agentlink.org/index.php
"Uncertain knowledge, maintenance and revision in geographic information systems",http://protis.univ-mrs.fr/REVIGIS/,REVIGIS,[Errno 113] No route to host,
Documentary on nanotechnologies for arte,http://www.hep.lu.se/Lund-HEP/spec/,NANOTECH,200,
Mobile fieldbus devices in industry,http://www.mofdi.com,MOFDI,[Errno -2] Name or service not known,
Proof and specification assisted design environments,http://www.dcs.gla.ac.uk/prosper/,PROSPER,200,
Verification of hybrid systems,http://www-verimag.imag.fr/VHS,VHS,301,http://www-verimag.imag.fr/PROJECTS/TEMPO/VHS/
Harbours - silting and environmental sedimentology,http://hjs.geol.uib.no/Hsense,H-SENSE,[Errno -2] Name or service not known,
Thematic Network on 2/stroke Engine Wear Parts,http://www.chem-mats.mmu.ac.uk/Research/Engine_wear/2stroke_home.htm,,[Errno -2] Name or service not known,
Modelling agroecosystems under global environmental change,http://www.iacr.bbsrc.ac.uk/aen/magec/index.htm,MAGEC,[Errno -2] Name or service not known,
Contaminated Land Rehabilitation Network for Environmental Technologies,http://www.clarinet.at/,CLARINET,403,
Tracing the water masses of the North Atlantic and the Mediterranean,http://www.misu.su.se/~doos/tracmass/tracmass.html,TRACMASS,301,http://www.su.se/profiles/doos-1.184227
OPTAS - TASK 4.3.2/45 PART A OF THE 3RD CALL. THE EUROPEAN COMMISSION FRAMEWORK 4 RTD PROGRAMME,http://www.redscientific.demon.co.uk/,OPTAS PART A,[Errno -2] Name or service not known,
Optimisation of Airport Systems Part B,http://www.red-scientific.co.uk/optas_b.htm,OPTAS PART B,404,
QUALITY OF FREIGHT VILLAGES STRUCTURE AND OPERATIONS,http://www.freight-village.com or http://www.logistic-platform.com,FV-2000,[Errno -2] Name or service not known,
Survey on Freight Transport including a cost-comparison for Europe,http://alfa.ist.utl.pt/~cesur/softice,SOFTICE,403,
Legal and regulatory measures for sustainable transport in cities%Lat,http://www.ils.nrw.de/netz/leda,LEDA,[Errno -5] No address associated with hostname,
impacts of Increased and Multiple Use of Inland Navigation and Identification of Tools to Reduce Negative Impacts,http://www.xs4all.nl/~savenyer/immunity.html,IMMUNITY,404,
THE SONIC SWORD FOR PHARMACEUTICAL & NEURO PHYSIOLOGICAL RESEARCH,http://www.research-instruments.com,,403,
A SKIN CANCER SCREENING TOOL,http://www.neuroinformatik.ruhr-uni-bochum.de/,,301,http://www.neuroinformatik.ruhr-uni-bochum.de/home
Computer-based system for enhanced design and manufacturing of as-formed metal products,http://www.quantech.es/formas.htm,FORMAS,301,http://stampack.com/quantech/
"Diagnosis and Monitoring for Machine Tools, integrated in advanced CNCs",http://www.tekniker.es\diamond,DIAMOND,[Errno -2] Name or service not known,
Development of new technology for the production of near net shape adi-parts,http://indigo4.gi.rwth-aachen.de/flyer/squeeze/squeeze.html,ADITECH,[Errno -2] Name or service not known,
Ims rapid product development,http://ims-rpd.IPA.FhG.de/,IMS RPD,timed out,
AN INNOVATIVE DIAGNOSE TOOL FOR EUROPEAN FARM MACHINERY REPAIRERS,http://cemagref.fr,BED,301,http://www.irstea.fr/accueil
FOOD & ANIMAL MONITORING EXPERT,http://www.agr.kuleuven.ac.be/dp/ztc/laboztc.htm,FAME,200,
Long-term Changes in Baltic Algal Species and Ecosystems,http://www.bot.ku.dk/biobase,BIOBASE,[Errno -2] Name or service not known,
Development of a low cost European desalination and process heat collector,http://www.eurotrough.com,,[Errno -2] Name or service not known,
Predicting offshore wind energy resources,http://www.eru.rl.ac.uk/POWER_project/POWER_project.htm,,404,
ALLIANCE OF REMOTE INSTRUCTIONAL AUTHORING & DISTRIBUTION NETWORKS FOR EUROPE (2ND PHASE),http://ariadne.unil.ch/,ARIADNE II,timed out,
COAST EXTENDED RENEWAL,http://coast.selisa.fr:9010/,COASTER,timed out,
ELECTRA 98-99,http://www.unimaas.nl/~electra,ELECTRA 98-99,404,
MULTIMEDIA EDUCATIONAL TELEMATIC APPLICATIONS,http://www.metamedia.org.uk,META,200,
IMPLANTATION IN A PILOT SCALE OF A NEW ORGANISATION FOR HOT DIP GALVANIZATION INDUSTRIES,http://www.inasmet.es,INODGI,301,http://www.tecnalia.com/es/
A MODULAR SHOP CONTROL TOOLKIT FOR FLEXIBLE MANUFACTURING,http://www.mcs-international.com,MOSCOT,[Errno -2] Name or service not known,
"VALIDATION OF THE MICROGAP CHAMBER TECHNOLOGY FOR DIGITAL RADIOGRAPHY, SPECIFICALLY MAMMOGRAPHY APPLICATIONS",http://www.vub.ac.be,MICADO,200,
Regional transfer and optimisation of technology related to identification and production of antibody specificities using phage display libraries,http://www.affitech.com,ANTIBODY LIBRARIES,200,
GRANULATED RETREADED TYRES FOR SLIPPERY CONDITIONS INCREASED RUBBER RECYCLING AND LESS ROAD WEAR,http://www.vegag.is/,TYRES,301,http://www.vegagerdin.is/
"TRANSFER OF DETENTE INSTANTANEE CONTROLEE ""D.I.C"" TO THE AGRO-FOOD AND PHARMACEUTICAL SECTOR",http://www.abcar-dic.com,DIC,303,http://www.abcar-dic.com/fr/
Public perceptions of agricultural biotechnologies in Europe - perception of biotechnology,http://www.pabe.net,PABE,200,
LABOUR POLICIES INFORMATION NETWORK,http://www.lapin.org,LAPIN,200,
TELEMATIC MULTIDISCIPLINARY ASSISTIVE TECHNOLOGY EDUCATION,http://www.telemate.org/,TELEMATE,200,
LATIN AMERICA BUSINESS OPPORTUNITIES RESEARCH FOR TELEMATICS APPLICATION PROJECTS,http://www.sadiel.es/europa/labortel/,LABORTEL,404,
VIDEO ENFORCEMENT FOR ROAD AUTHORITIES,http://www.edt.nl/VERA.htm,VERA,404,
INTEGRATION OF NAVIGATION AND ANTICOLLISION FOR RURAL TRAFFIC ENVIRONMENT,http://www.iao.fhg.de/Projects/IN-ARTE/,IN-ARTE,302,https://www.iao.fraunhofer.de/lang-de/
PROTOCOLS FOR INTEGRATED SHIP CONTROL AND EVALUATION OF SITUATIONS,http://www.itk.ntnu.no/SINTEF/pisces/,PISCES,302,http://www.itk.ntnu.no/SINTEF/pisces/Hovedside
SECURE DOCUMENT DELIVERY FOR BLIND AND PARTIALLY SIGHTED PEOPLE,http://www.arttic.com/projects/Sedodel/,SEDODEL,404,
"The future developments in farm animal breeding and reproduction and their ethical, legal and consumers' implications",http://www.faip.dk,,301,http://faip.dk/
"Transnational collaboration within the EU for research in high precision engineering, micro-engineering and nanotechnology - incorporating the formation of the European Society for Precision Engineering and Nanotechnology",http://www.euspen.org,,301,http://www.euspen.eu/
Automated inspection and maintenance of steel structures,http://www.isw.uni-stuttgart.de/projekte/aims/index.html,AIMS,404,
Production improvement by new optimised method in wood quality control and cutting with an high-performance on-line system,http://ceo.ino.it,PINOCCHIO,[Errno -2] Name or service not known,
Industrial Optical Diagnostic for on-line Control in Thermal spraying,http://www.poeton.co.uk/pands/R&D/collab/inodcot.htm,INODCOT,404,
A network on process safety,http://www.safetynet.de,SAFETYNET,403,
European Network for Oceanographic Data & Information Management,http://www.sea-search.net/,EURONODIM,200,
First principles investigation of molecular processes on the surfaces of tin oxide,http://www.3ragrocarbon.com,,200,
Information system for the ESF/QUEEN Programme,http://www.pangaea.de/Projects/QUEEN/,QUEEN/PANGAEA,302,https://pangaea.de/search?env=All&q=project%3Alabel%3AQUEEN
Development and evaluation of industrial electrochemical reactors,http://www.elsyca.com,DESINER,200,
Nde and life assessment of reformer tubes,http://www.era.co.uk/nart/nart.htm,NART,301,http://www.edifgroup.com/
Catalases for low water textile processes,http://www.compete.tm.fr,,200,
Agile reconfigurable manufacturing machinery systems,http://www.mrg.dmu.ac.uk/armms/ARMMS.htm,ARMMS,timed out,
"Microencapsulation for low cost, high volume, pharmaceutical applications",http://www.microlithe.com/microcap,MICROCAP,[Errno -2] Name or service not known,
Warm forging of advanced metal alloys,http://manmec.bham.ac.uk/wafam,WAFAM,[Errno -2] Name or service not known,
Development of multi-sensor techniques for monitoring the quality of fish,http://www.mustec.difres.dk/,MUSTEC,timed out,
Extending the Quality of Public Transport,http://www.europrojects.ie/equip,EQUIP,[Errno -2] Name or service not known,
Mediterranean model networking and archiving program,http://www.met.ed.ac.uk/mednet/index.html,MEDNET,302,http://www.ed.ac.uk/geosciences/
Feasibility of a new generation of test apparatus for airborne particulate systems,http://www.nomoredust.org.uk,,[Errno -2] Name or service not known,
New ecological pest management of pernicious scale insects in Mediterranean forest and groves,http://www.pierroton.inra.fr/Phocus/,PHOCUS,404,
European farms for effective clover technology,http://www.greenmount.ac.uk/effect,EFFECT,[Errno -2] Name or service not known,
Reducing chemical input in apple production in response to consumer and grower's environmental concerns by increasing the durability of natural disease resistance,http://www.inra.fr/Internet/Projets/DARE/index.htm,DARE,Server Error,
Biobased food packaging quality assurance and food safety,http://www.mli.kvl.dk/foodchem/special/biopack,FOOD BIOPACK,[Errno -2] Name or service not known,
Private Operation and Financing of Trans-European Networks,http://projects.nei.nl/profit/,PROFIT,[Errno -2] Name or service not known,
Verifying and strengthening rural access to transport services,http://www.bealtaine.ie/virgil,VIRGIL,[Errno -2] Name or service not known,
Development and demonstrations of JBIG CODEC and associated space colour converter,http://www.enbr.org,COLOR-JBI,301,http://enbr.org/
Geometric algorithms for industrial application,http://www.mpi-sb.mpg.de/GALIA,GALIA,404,
Active non-linear mirror for optical time-division multiplexing,http://www.rubicon-net.org/,ANLM-OTDM,200,
Successful market exploitation for improved AGV's through RETRARO technology,http://www.psi-k.org,SMART,200,
Modelling the effect of land degradation on climate,http://www.ceh.ac.uk,,200,
RE-START RENEWABLE ENERGIES STRATEGIES AND TECHNOLOGY APPLICATIONS FOR REGENERATING TOWNS,http://www.resetters.org,,200,
Smart polyurethane alloys for components having electrical and thermal functional gradients,http://www.nordestprojects.com/SPACE,SPACE,[Errno -2] Name or service not known,
Development of a low cost linear friction welding machine,http://www.linfric.com,,200,
Carrying capacity assessment and impact of aquaculture in Chinese bays,http://tejo.dcea.fct.unl.pt/china/,,[Errno 113] No route to host,
Prediction of the resilience and recovery of disturbed coastal communities in the tropics,http://www.imedea.uib.es/natural/goi/litoralecology/predict/,PREDICT,404,
"Occurence of toxic cyanobacteria waterblooms - impact on water environments and potential human health risk. Environmental, physiological and genetic mechanisms involved in toxins production",http://www.linecyano.org,,[Errno -2] Name or service not known,
Assessment of mangrove degradation and resilience in the Indian sub-continent: the cases of godavari estuary and south west Sri Lanka,http://www.unipv.it/webbio/labweb/ecoeto/cina/index.htm,,404,
Sustainable development of African continental fisheries - a regional study of policy options and policy formation mechanisms for the Lake Chad Basin,http://www.pbs.port.ac.uk/econ/cemare/afrconfish.htm,,404,
Development and application of super abrasive precision tools for advanced machining operation,http://www.t-tool.uni-bremen.de,,[Errno -2] Name or service not known,
Exposure to arsenic and cancer risk in central and East Europe,http://www.icconsultants.co.uk/expascan.html,,404,
"Measuring,monitoring and managing sustainability - the coastal dimension",http://www.teriin.org/teri-wr/coastin,,302,http://www.teriin.org/index.php?option=com_regionalcenter&view=contact&region_id=6&Itemid=189
HPCN-enabled simulation of cardiovascular and other biomedical flow problems,http://www.csi.ensmp.fr/WebCSI/MEDUSE/,BLOODSIM,301,http://www.csi.mines-paristech.fr/WebCSI/MEDUSE/
European footwear network for electronic trading,http://www.uni-konstanz.de/crimeandculture/crimeandculture.html,EFNET,200,
New interactive and embedded system for audio guiding device,http://www.ftu-namur.org/sprew/,GUIDE-MAN2,200,
Advanced simulation interoperable architecture,http://ecologic.eu/projekte/epigov/index.htm,ASIA,404,
Bayesian knowledge extractor,http://www.tresegy.eu,BAKE,403,
Static quality assurance for software and hardware,http://www.avanzi.org/evia,SQUASH,404,
Knowledge management with intranet technologies,http://www.csi.ensmp.fr/WebCSI/PICO/,KNOWNET,301,http://www.csi.mines-paristech.fr/WebCSI/PICO/
Medical representative on-line simulation training,http://www.lse.ac.uk/ricafe,MOST,302,http://www.lse.ac.uk/fmg/research/RICAFE/
A contactless optical measurement system to verify tiles outline of different materials,http://www.isit.fraunhofer.de/german/modulint/david.html,OUTLINE,404,
Step-compliant data interface for numeric controls,http://www.step-nc.org,STEP-NC,302,http://www.step-nc.org/index.htm
Coping with the complexity of business innovation,http://www.harmony-net.info,HARMONY,[Errno -2] Name or service not known,
Advanced modelling of visual information processing,http://www.iv.optica.csic.es/projects/amovip.html,AMOVIP,404,
Industry NGO fieldtest of improved efficiency multisensor landmine detector,http://www.iesl.forth.gr/research/activity.aspx?id=47,INFIELD,200,
Control and automation: successful technology applications in Europe,http://www.fleming.gr/en/investigators/Talianidis/index.html,CASTLE,404,
Enhancing the European VLBI Network of Radio Telescopes,http://www.jive.nl/jive/european/rtdhome.htm,,404,
European Network on Developing Techniques for Cooling and Trapping of Radioactive Ions,http://www.phys.jyu.fi/research/igisol/exotraps/,EXOTRAPS,301,https://www.jyu.fi/fysiikka/en
A project to provide enhanced neutron scattering capability at the highest energy transfers,http://www.isis.rl.ac.uk/molecularSpectroscopy/evs/index.htm,VESUVIO,[Errno -2] Name or service not known,
Development of a Combined Synchrotron Radiation and VUV Free-Electron Laser Facility,http://www.elettra.trieste.it/projects/euprog/fel/index.html,,404,
